ProductUrl,productTitle,productPrice,averageRating,reviewTitle,reviewDescription,reviewAuthor,reviewAt,reviewLikes,reviewDislikes,certifiedBuyer,reviewerLocation,fiveStarRatingCount,fourStarRatingCount,threeStarRatingCount,twoStarRatingCount,oneStarRatingCount,reviewImages,scrapedAt,uniqId
https://www.flipkart.com/redmi-9i-sea-blue-64-gb/p/itm1c59f8befb365,"REDMI 9i (Sea Blue, 64 GB)","₹8,999",4.3,Classy product,Super,Maheshswari  Maheshswari ,1 month ago,0,0,True, Kurnool District,"3,28,310","1,24,451","49,227","17,010","29,481",,21/02/2022 00:57:53,6b557a5e-3da7-50a5-ba43-64e6f761ef61
https://www.flipkart.com/samsung-level-u2-type-c-charging-bluetooth-headset/p/itme6ca5d05b3a67,SAMSUNG Level U2 With Type-C Charging Bluetooth Headset,"₹2,199",4.0,Wonderful,good sound quality thank you,VIPINDAS kannur,"Jun, 2018",0,0,True, Kannur,"41,006","13,359","5,738","3,109","10,378",,21/02/2022 00:57:53,c5ae6c39-19cb-5e1a-9fd2-6d9d0ac3f9c8
https://www.flipkart.com/samsung-galaxy-note10-lite-aura-red-128-gb/p/itm01849b7b430e5,"SAMSUNG Galaxy Note10 Lite (Aura Red, 128 GB)","₹43,000",4.3,Mind-blowing purchase,This is the best phone at this price,Geetha Customer,"Aug, 2020",2,0,True,ertified Buyer,276,89,23,11,28,,21/02/2022 00:57:53,c9d38322-8787-54b0-a8b8-98650074d67d
https://www.flipkart.com/samsung-192-l-direct-cool-single-door-5-star-refrigerator-base-drawer/p/itmfc9jqegu2mzbw,SAMSUNG 192 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹15,890",4.5,Simply awesome,nice looking.,DEEPAK BHARTI,"Jun, 2019",0,0,True, Jamui,"15,653","5,914","1,147",313,622,https://rukminim1.flixcart.com/blobio/124/124/201906/blobio-201906_d32en7ot.jpg~https://rukminim1.flixcart.com/blobio/124/124/imr-201906/blobio-imr-201906_732b678a66dd4c3591bde0e62e95be7e.jpg~https://rukminim1.flixcart.com/blobio/124/124/imr-201907/blobio-imr-201907_4bebfb7c6b424718b3b063b021bd91f1.jpg,21/02/2022 00:57:53,b44931b1-32f9-5778-92f5-00c33485b5e7
https://www.flipkart.com/redmi-9i-sea-blue-64-gb/p/itm1c59f8befb365,"REDMI 9i (Sea Blue, 64 GB)","₹8,999",4.3,Does the job,Good,Sagar Sk,1 month ago,0,0,True, Bangalore,"3,28,310","1,24,451","49,227","17,010","29,481",,21/02/2022 00:57:53,14327563-bb4d-5bc8-a501-7b19b5644def
https://www.flipkart.com/boat-bassheads-220-super-extra-bass-wired-headset/p/itm145d97a73b7c7,boAt BassHeads 220 Super Extra Bass Wired Headset,₹549,4.2,Moderate,Not comfortable,Flipkart Customer,3 months ago,0,0,True, Perumbavoor,"4,81,631","2,07,879","70,733","26,270","54,970",https://rukminim1.flixcart.com/blobio/124/124/imr-202110/blobio-imr-202110_e627f5351bf34c55aab05324fb945349.jpg~https://rukminim1.flixcart.com/blobio/124/124/imr-202111/blobio-imr-202111_a640d35f32d74cafbbdba312eebba6d8.jpg,21/02/2022 00:57:53,1cd4babd-41c4-5000-98eb-cda491e5b37d
https://www.flipkart.com/samsung-level-u2-type-c-charging-bluetooth-headset/p/itme6ca5d05b3a67,SAMSUNG Level U2 With Type-C Charging Bluetooth Headset,"₹2,199",4.0,Nice,very disappointed first got connectivity problem  and replaced  same product got that is also  defective volume buttons problems. requested to replace again.  told that  replacement done only once .as a frequent buyer I got disappointed with this .if a customer not satisfied with product then it is his right to get correct product. I suggest pls think before go for it. don't purchase.very very delicate...  it's neck band sticks are just attached together.  little pressure response ...,Tanzeem Ahmed,"Jun, 2018",0,0,True, Tumakuru,"41,006","13,359","5,738","3,109","10,378",,21/02/2022 00:57:53,752bc779-9465-5ee7-9a36-818063e44ce7
https://www.flipkart.com/samsung-galaxy-note10-lite-aura-red-128-gb/p/itm01849b7b430e5,"SAMSUNG Galaxy Note10 Lite (Aura Red, 128 GB)","₹43,000",4.3,Good quality product,Worth the value All the flagship features in note 10 lite,Piyush sethi,"Jun, 2020",2,0,True, Ghaziabad,276,89,23,11,28,,21/02/2022 00:57:53,4375c27c-09af-5497-9adf-9d68ff9bd3ac
https://www.flipkart.com/samsung-192-l-direct-cool-single-door-5-star-refrigerator-base-drawer/p/itmfc9jqegu2mzbw,SAMSUNG 192 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹15,890",4.5,Must buy!,good am satisfied,MIDHUN  CHANDRAN,"Jun, 2019",0,0,True, Kothamangalam,"15,653","5,914","1,147",313,622,https://rukminim1.flixcart.com/blobio/124/124/201906/blobio-201906_d32en7ot.jpg~https://rukminim1.flixcart.com/blobio/124/124/imr-201906/blobio-imr-201906_732b678a66dd4c3591bde0e62e95be7e.jpg~https://rukminim1.flixcart.com/blobio/124/124/imr-201907/blobio-imr-201907_4bebfb7c6b424718b3b063b021bd91f1.jpg,21/02/2022 00:57:53,239dd93d-5ce5-5d31-a99d-e8f41f33ea07
https://www.flipkart.com/redmi-9i-sea-blue-64-gb/p/itm1c59f8befb365,"REDMI 9i (Sea Blue, 64 GB)","₹8,999",4.3,Does the job,NYC product,Jaya Kumar,1 month ago,0,0,True, Walajabad,"3,28,310","1,24,451","49,227","17,010","29,481",,21/02/2022 00:57:53,4ea6504f-b578-5ed0-b53f-4980b5c06b05
